Sender_account,Date,daily_total,daily_count,previous_day_total,change_from_previous_day,alert_type,behavioural_flag
1422891634,2022-10-11,3919.79,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1423078109,2022-10-18,12390.16,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1423145503,2022-10-07,135.76,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1424693007,2022-10-21,22741.44,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1424693007,2022-10-24,3972.24,1,22741.44,-18769.20,"BEHAVIOURAL CHANGE",NORMAL
1424693007,2022-10-26,6517.83,1,3972.24,2545.59,"BEHAVIOURAL CHANGE",NORMAL
1424693007,2022-10-27,11235.13,1,6517.83,4717.30,"BEHAVIOURAL CHANGE",NORMAL
1424693007,2022-10-29,5849.04,1,11235.13,-5386.09,"BEHAVIOURAL CHANGE",NORMAL
1429354049,2022-10-07,284.79,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1432278808,2022-10-07,2524.61,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1435792489,2022-10-07,1391.45,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
144148532,2022-10-07,11689.93,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1441864356,2022-11-19,3506.50,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1444168211,2022-10-07,7374.16,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1445991735,2022-10-07,33322.12,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1446197879,2022-10-07,2980.75,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1448960940,2022-10-07,4502.75,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1450041481,2022-11-17,3471.44,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1450097940,2022-11-16,9055.02,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
14539122,2022-10-07,6155.14,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1457356634,2022-10-13,4219.37,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1464968036,2022-10-13,8258.75,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1470504995,2022-10-07,1190.30,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1487922912,2022-12-04,4298.88,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1488905925,2022-11-16,6124.91,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
149017192,2022-10-07,827.78,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1490260385,2022-10-07,22282.69,3,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1491989064,2022-10-07,129899.85,12,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1497614989,2022-10-07,3713.43,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1498828609,2022-10-07,875.38,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
149919846,2022-10-07,4297.71,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
149944640,2022-10-13,89904.53,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
149944640,2022-11-02,720220.33,1,89904.53,630315.80,"BEHAVIOURAL CHANGE",CRITICAL
1509134836,2022-11-09,2735.15,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1509536110,2022-10-07,225.23,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
151158173,2022-10-07,21440.21,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
151323243,2022-10-07,2952.25,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1517021923,2022-11-26,7095.51,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1517051598,2022-10-07,1527.58,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
151970486,2022-10-07,8467.25,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1522882325,2022-10-07,1652.92,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1526403963,2022-10-07,7730.88,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1528959749,2022-10-07,5520.63,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1532196553,2022-10-07,521.80,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1534642148,2022-11-29,11837365.32,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1536940484,2022-10-07,4353.56,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1538302188,2022-10-07,3504.13,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1540165261,2022-12-10,4443.05,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1541722856,2022-10-07,2570.90,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
154398482,2022-10-07,10059.55,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1544723191,2022-11-19,5458.65,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1547109628,2022-10-07,232.40,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1551228889,2022-10-07,5897.23,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1552291084,2022-10-07,6131.07,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1552291084,2022-11-05,3442.90,1,6131.07,-2688.17,"BEHAVIOURAL CHANGE",NORMAL
1556161476,2022-10-07,1524.31,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1558124827,2022-10-07,2120.52,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
156152202,2022-10-07,63.52,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1567454737,2022-10-07,5916.68,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1572292180,2022-12-15,4250.98,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1572456307,2022-10-07,13993.13,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1584271198,2022-10-07,618.05,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1584692715,2022-10-17,4284.98,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1585295966,2022-12-13,4223.40,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1587046893,2022-10-07,9146.27,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1591240989,2022-10-07,2597.94,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1600149721,2022-11-01,69.67,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1600149721,2022-11-02,142.70,1,69.67,73.03,"BEHAVIOURAL CHANGE",HIGH
1600149721,2022-11-03,177.49,1,142.70,34.79,"BEHAVIOURAL CHANGE",NORMAL
1600149721,2022-11-04,346.20,2,177.49,168.71,"BEHAVIOURAL CHANGE",NORMAL
1600149721,2022-11-05,283.03,1,346.20,-63.17,"BEHAVIOURAL CHANGE",NORMAL
1600149721,2022-11-06,210.50,1,283.03,-72.53,"BEHAVIOURAL CHANGE",NORMAL
1600149721,2022-11-07,274.30,2,210.50,63.80,"BEHAVIOURAL CHANGE",NORMAL
1601920823,2022-10-07,2482.76,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1604485677,2022-10-07,8714.38,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1613060776,2022-10-07,7525.98,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
161356780,2022-10-07,276.79,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1630883469,2022-10-07,22598.60,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
163626909,2022-11-14,5881.36,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1637506314,2022-12-13,2900.39,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1638295908,2022-10-07,1398.66,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1642448421,2022-10-07,286.58,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1645558162,2022-10-07,11000.56,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1651824870,2022-10-07,1773.36,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1652103580,2022-10-21,6653.11,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1653688545,2022-11-22,18118.14,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1655245537,2022-10-07,3544.21,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1657379341,2022-11-15,4555.86,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
166015829,2022-10-07,4648.26,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1661874371,2022-10-07,1515.43,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1661948571,2022-10-29,145797.39,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
166274508,2022-10-07,548.86,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1666621360,2022-11-07,5651.04,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1667716246,2022-10-07,8257.82,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
16683594,2022-10-07,380.29,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1669265788,2022-12-05,4687.80,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1670041415,2022-11-30,10935.04,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1670948762,2022-10-07,35159.29,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1675743409,2022-12-06,4738.87,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1681811645,2022-10-12,61062.76,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1682971748,2022-10-07,21409.95,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1690402085,2022-10-07,1402.83,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1691652384,2022-10-07,109847.33,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1697970931,2022-11-21,6214.99,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1697970931,2022-11-29,7351.21,1,6214.99,1136.22,"BEHAVIOURAL CHANGE",NORMAL
1701080414,2022-10-07,767.22,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1706196950,2022-10-07,14634.07,3,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1710329832,2022-10-07,10525.00,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1713426884,2022-10-07,3041.58,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1716006167,2022-10-07,4512.89,2,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1719139977,2022-11-21,12998.87,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1724782685,2022-10-07,807.03,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1725504867,2022-10-24,2462.71,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1730350525,2022-10-07,21618.39,3,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1738940565,2022-10-07,21084.00,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1740588255,2022-11-20,3587.00,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1749781869,2022-10-07,19358.85,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1751907169,2022-11-13,3601.53,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1754308893,2022-10-07,2681.07,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
1758305731,2022-10-07,4339.10,1,NULL,NULL,"BEHAVIOURAL CHANGE",NORMAL
